metric_key,sensor_id,block_id,tank_id,recorded_at,value,source_system,vintage
soil_temp,SP-01,B1,,2023-04-01 18:00:00,55.21,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-01 18:00:00,25.71,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-01 18:00:00,54.13,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-01 18:00:00,27.75,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-01 18:00:00,53.44,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-01 18:00:00,56.26,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-01 18:00:00,71.31,hvac,2023
air_temp,WS-01,,,2023-04-01 21:00:00,54.11,weather_station,2023
humidity,WS-01,,,2023-04-01 21:00:00,72.5,weather_station,2023
wind_speed,WS-01,,,2023-04-01 21:00:00,6.17,weather_station,2023
wind_dir,WS-01,,,2023-04-01 21:00:00,121,weather_station,2023
solar,WS-01,,,2023-04-01 21:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-01 21:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-01 21:00:00,28.94,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-01 21:00:00,54.12,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-01 21:00:00,25.95,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-01 21:00:00,52.92,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-01 21:00:00,28.57,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-01 21:00:00,51.89,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-01 21:00:00,56.06,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-01 21:00:00,69.55,hvac,2023
air_temp,WS-01,,,2023-04-02 00:00:00,44.87,weather_station,2023
humidity,WS-01,,,2023-04-02 00:00:00,84.63,weather_station,2023
wind_speed,WS-01,,,2023-04-02 00:00:00,2.92,weather_station,2023
wind_dir,WS-01,,,2023-04-02 00:00:00,127,weather_station,2023
solar,WS-01,,,2023-04-02 00:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-02 00:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-02 00:00:00,32.34,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-02 00:00:00,53.09,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-02 00:00:00,29.42,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-02 00:00:00,51.99,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-02 00:00:00,32.0,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-02 00:00:00,50.97,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-02 00:00:00,55.63,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-02 00:00:00,68.31,hvac,2023
air_temp,WS-01,,,2023-04-02 03:00:00,39.46,weather_station,2023
humidity,WS-01,,,2023-04-02 03:00:00,90.19,weather_station,2023
wind_speed,WS-01,,,2023-04-02 03:00:00,1.12,weather_station,2023
wind_dir,WS-01,,,2023-04-02 03:00:00,162,weather_station,2023
solar,WS-01,,,2023-04-02 03:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-02 03:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-02 03:00:00,32.42,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-02 03:00:00,52.55,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-02 03:00:00,29.77,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-02 03:00:00,51.77,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-02 03:00:00,32.04,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-02 03:00:00,50.92,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-02 03:00:00,55.53,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-02 03:00:00,68.29,hvac,2023
irrigation_volume,FM-01,B1,,2023-04-02 05:00:00,0,flow_meter,2023
irrigation_volume,FM-02,B2,,2023-04-02 05:00:00,0,flow_meter,2023
irrigation_volume,FM-03,B3,,2023-04-02 05:00:00,0,flow_meter,2023
air_temp,WS-01,,,2023-04-02 06:00:00,41.93,weather_station,2023
humidity,WS-01,,,2023-04-02 06:00:00,86.38,weather_station,2023
wind_speed,WS-01,,,2023-04-02 06:00:00,2.14,weather_station,2023
wind_dir,WS-01,,,2023-04-02 06:00:00,201,weather_station,2023
solar,WS-01,,,2023-04-02 06:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-02 06:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-02 06:00:00,32.1,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-02 06:00:00,52.88,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-02 06:00:00,29.44,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-02 06:00:00,52.22,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-02 06:00:00,31.65,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-02 06:00:00,51.43,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-02 06:00:00,55.73,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-02 06:00:00,68.99,hvac,2023
precipitation,WS-01,,,2023-04-02 06:00:00,0.49,weather_station,2023
air_temp,WS-01,,,2023-04-02 09:00:00,50.62,weather_station,2023
humidity,WS-01,,,2023-04-02 09:00:00,76.03,weather_station,2023
wind_speed,WS-01,,,2023-04-02 09:00:00,6.87,weather_station,2023
wind_dir,WS-01,,,2023-04-02 09:00:00,220,weather_station,2023
solar,WS-01,,,2023-04-02 09:00:00,421,weather_station,2023
uv,WS-01,,,2023-04-02 09:00:00,5.3,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-02 09:00:00,31.59,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-02 09:00:00,53.56,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-02 09:00:00,28.01,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-02 09:00:00,53.05,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-02 09:00:00,30.66,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-02 09:00:00,52.36,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-02 09:00:00,56.23,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-02 09:00:00,70.58,hvac,2023
air_temp,WS-01,,,2023-04-02 12:00:00,59.99,weather_station,2023
humidity,WS-01,,,2023-04-02 12:00:00,64.32,weather_station,2023
wind_speed,WS-01,,,2023-04-02 12:00:00,11.3,weather_station,2023
wind_dir,WS-01,,,2023-04-02 12:00:00,226,weather_station,2023
solar,WS-01,,,2023-04-02 12:00:00,752,weather_station,2023
uv,WS-01,,,2023-04-02 12:00:00,9.2,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-02 12:00:00,30.98,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-02 12:00:00,54.44,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-02 12:00:00,26.73,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-02 12:00:00,54.04,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-02 12:00:00,29.71,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-02 12:00:00,53.43,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-02 12:00:00,56.77,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-02 12:00:00,72.22,hvac,2023
air_temp,WS-01,,,2023-04-02 15:00:00,63.57,weather_station,2023
humidity,WS-01,,,2023-04-02 15:00:00,58.63,weather_station,2023
wind_speed,WS-01,,,2023-04-02 15:00:00,12.55,weather_station,2023
wind_dir,WS-01,,,2023-04-02 15:00:00,240,weather_station,2023
solar,WS-01,,,2023-04-02 15:00:00,626,weather_station,2023
uv,WS-01,,,2023-04-02 15:00:00,6.4,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-02 15:00:00,30.43,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-02 15:00:00,55.1,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-02 15:00:00,26.19,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-02 15:00:00,54.87,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-02 15:00:00,29.2,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-02 15:00:00,53.94,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-02 15:00:00,56.91,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-02 15:00:00,72.36,hvac,2023
air_temp,WS-01,,,2023-04-02 18:00:00,59.47,weather_station,2023
humidity,WS-01,,,2023-04-02 18:00:00,63.04,weather_station,2023
wind_speed,WS-01,,,2023-04-02 18:00:00,11.24,weather_station,2023
wind_dir,WS-01,,,2023-04-02 18:00:00,251,weather_station,2023
solar,WS-01,,,2023-04-02 18:00:00,94,weather_station,2023
uv,WS-01,,,2023-04-02 18:00:00,0.7,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-02 18:00:00,30.35,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-02 18:00:00,54.86,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-02 18:00:00,26.13,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-02 18:00:00,54.86,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-02 18:00:00,29.18,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-02 18:00:00,53.49,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-02 18:00:00,56.6,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-02 18:00:00,71.09,hvac,2023
air_temp,WS-01,,,2023-04-02 21:00:00,51.12,weather_station,2023
humidity,WS-01,,,2023-04-02 21:00:00,73.55,weather_station,2023
wind_speed,WS-01,,,2023-04-02 21:00:00,8.1,weather_station,2023
wind_dir,WS-01,,,2023-04-02 21:00:00,254,weather_station,2023
solar,WS-01,,,2023-04-02 21:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-02 21:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-02 21:00:00,31.09,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-02 21:00:00,53.83,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-02 21:00:00,26.93,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-02 21:00:00,53.84,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-02 21:00:00,29.68,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-02 21:00:00,52.45,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-02 21:00:00,56.09,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-02 21:00:00,70.41,hvac,2023
air_temp,WS-01,,,2023-04-03 00:00:00,42.74,weather_station,2023
humidity,WS-01,,,2023-04-03 00:00:00,82.8,weather_station,2023
wind_speed,WS-01,,,2023-04-03 00:00:00,4.2,weather_station,2023
wind_dir,WS-01,,,2023-04-03 00:00:00,244,weather_station,2023
solar,WS-01,,,2023-04-03 00:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-03 00:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-03 00:00:00,32.35,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-03 00:00:00,52.88,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-03 00:00:00,28.35,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-03 00:00:00,52.84,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-03 00:00:00,30.18,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-03 00:00:00,51.56,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-03 00:00:00,55.51,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-03 00:00:00,71.25,hvac,2023
air_temp,WS-01,,,2023-04-03 03:00:00,38.31,weather_station,2023
humidity,WS-01,,,2023-04-03 03:00:00,88.33,weather_station,2023
wind_speed,WS-01,,,2023-04-03 03:00:00,2.34,weather_station,2023
wind_dir,WS-01,,,2023-04-03 03:00:00,230,weather_station,2023
solar,WS-01,,,2023-04-03 03:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-03 03:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-03 03:00:00,32.88,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-03 03:00:00,52.3,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-03 03:00:00,28.91,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-03 03:00:00,52.29,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-03 03:00:00,30.45,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-03 03:00:00,51.05,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-03 03:00:00,55.2,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-03 03:00:00,71.3,hvac,2023
irrigation_volume,FM-01,B1,,2023-04-03 05:00:00,0,flow_meter,2023
irrigation_volume,FM-02,B2,,2023-04-03 05:00:00,0,flow_meter,2023
irrigation_volume,FM-03,B3,,2023-04-03 05:00:00,0,flow_meter,2023
air_temp,WS-01,,,2023-04-03 06:00:00,40.57,weather_station,2023
humidity,WS-01,,,2023-04-03 06:00:00,87.75,weather_station,2023
wind_speed,WS-01,,,2023-04-03 06:00:00,2.72,weather_station,2023
wind_dir,WS-01,,,2023-04-03 06:00:00,221,weather_station,2023
solar,WS-01,,,2023-04-03 06:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-03 06:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-03 06:00:00,32.88,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-03 06:00:00,52.3,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-03 06:00:00,28.73,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-03 06:00:00,52.85,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-03 06:00:00,30.45,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-03 06:00:00,51.6,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-03 06:00:00,55.07,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-03 06:00:00,71.97,hvac,2023
precipitation,WS-01,,,2023-04-03 06:00:00,0.0,weather_station,2023
air_temp,WS-01,,,2023-04-03 09:00:00,48.65,weather_station,2023
humidity,WS-01,,,2023-04-03 09:00:00,78.54,weather_station,2023
wind_speed,WS-01,,,2023-04-03 09:00:00,5.16,weather_station,2023
wind_dir,WS-01,,,2023-04-03 09:00:00,221,weather_station,2023
solar,WS-01,,,2023-04-03 09:00:00,488,weather_station,2023
uv,WS-01,,,2023-04-03 09:00:00,5.7,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-03 09:00:00,32.4,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-03 09:00:00,53.13,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-03 09:00:00,28.11,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-03 09:00:00,54.08,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-03 09:00:00,29.97,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-03 09:00:00,52.82,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-03 09:00:00,55.35,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-03 09:00:00,73.49,hvac,2023
air_temp,WS-01,,,2023-04-03 12:00:00,59.25,weather_station,2023
humidity,WS-01,,,2023-04-03 12:00:00,66.75,weather_station,2023
wind_speed,WS-01,,,2023-04-03 12:00:00,8.28,weather_station,2023
wind_dir,WS-01,,,2023-04-03 12:00:00,227,weather_station,2023
solar,WS-01,,,2023-04-03 12:00:00,844,weather_station,2023
uv,WS-01,,,2023-04-03 12:00:00,10.5,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-03 12:00:00,31.19,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-03 12:00:00,54.47,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-03 12:00:00,27.1,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-03 12:00:00,55.15,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-03 12:00:00,29.17,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-03 12:00:00,53.76,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-03 12:00:00,56.0,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-03 12:00:00,73.3,hvac,2023
air_temp,WS-01,,,2023-04-03 15:00:00,65.8,weather_station,2023
humidity,WS-01,,,2023-04-03 15:00:00,61.51,weather_station,2023
wind_speed,WS-01,,,2023-04-03 15:00:00,9.87,weather_station,2023
wind_dir,WS-01,,,2023-04-03 15:00:00,234,weather_station,2023
solar,WS-01,,,2023-04-03 15:00:00,637,weather_station,2023
uv,WS-01,,,2023-04-03 15:00:00,7.5,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-03 15:00:00,30.12,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-03 15:00:00,55.28,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-03 15:00:00,26.32,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-03 15:00:00,55.59,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-03 15:00:00,28.68,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-03 15:00:00,54.03,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-03 15:00:00,56.44,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-03 15:00:00,71.71,hvac,2023
air_temp,WS-01,,,2023-04-03 18:00:00,63.02,weather_station,2023
humidity,WS-01,,,2023-04-03 18:00:00,65.01,weather_station,2023
wind_speed,WS-01,,,2023-04-03 18:00:00,8.96,weather_station,2023
wind_dir,WS-01,,,2023-04-03 18:00:00,237,weather_station,2023
solar,WS-01,,,2023-04-03 18:00:00,91,weather_station,2023
uv,WS-01,,,2023-04-03 18:00:00,0.9,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-03 18:00:00,30.36,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-03 18:00:00,54.97,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-03 18:00:00,26.35,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-03 18:00:00,55.18,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-03 18:00:00,28.85,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-03 18:00:00,53.74,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-03 18:00:00,56.31,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-03 18:00:00,71.0,hvac,2023
air_temp,WS-01,,,2023-04-03 21:00:00,53.82,weather_station,2023
humidity,WS-01,,,2023-04-03 21:00:00,75.56,weather_station,2023
wind_speed,WS-01,,,2023-04-03 21:00:00,6.11,weather_station,2023
wind_dir,WS-01,,,2023-04-03 21:00:00,245,weather_station,2023
solar,WS-01,,,2023-04-03 21:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-03 21:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-03 21:00:00,31.47,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-03 21:00:00,53.93,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-03 21:00:00,26.71,soil_probe,2023
soil_temp,SP-02,B2,,2023-04-03 21:00:00,53.94,soil_probe,2023
soil_moisture,SP-03,B3,,2023-04-03 21:00:00,29.54,soil_probe,2023
soil_temp,SP-03,B3,,2023-04-03 21:00:00,52.93,soil_probe,2023
cellar_temp,CELLAR-A,,,2023-04-03 21:00:00,55.86,hvac,2023
cellar_rh,CELLAR-A,,,2023-04-03 21:00:00,69.54,hvac,2023
air_temp,WS-01,,,2023-04-04 00:00:00,44.66,weather_station,2023
humidity,WS-01,,,2023-04-04 00:00:00,87.4,weather_station,2023
wind_speed,WS-01,,,2023-04-04 00:00:00,2.97,weather_station,2023
wind_dir,WS-01,,,2023-04-04 00:00:00,263,weather_station,2023
solar,WS-01,,,2023-04-04 00:00:00,0,weather_station,2023
uv,WS-01,,,2023-04-04 00:00:00,0.0,weather_station,2023
soil_moisture,SP-01,B1,,2023-04-04 00:00:00,32.19,soil_probe,2023
soil_temp,SP-01,B1,,2023-04-04 00:00:00,52.88,soil_probe,2023
soil_moisture,SP-02,B2,,2023-04-04 00:00:00,27.2,soil_probe,2023
