metric_key,sensor_id,block_id,tank_id,recorded_at,value,source_system,vintage
cellar_temp,CELLAR-A,,,2022-04-01 12:00:00,56.26,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-01 12:00:00,73.99,hvac,2022
air_temp,WS-01,,,2022-04-01 15:00:00,68.23,weather_station,2022
humidity,WS-01,,,2022-04-01 15:00:00,46.77,weather_station,2022
wind_speed,WS-01,,,2022-04-01 15:00:00,11.1,weather_station,2022
wind_dir,WS-01,,,2022-04-01 15:00:00,287,weather_station,2022
solar,WS-01,,,2022-04-01 15:00:00,637,weather_station,2022
uv,WS-01,,,2022-04-01 15:00:00,7.2,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-01 15:00:00,24.93,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-01 15:00:00,60.4,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-01 15:00:00,20.44,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-01 15:00:00,60.69,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-01 15:00:00,22.1,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-01 15:00:00,59.6,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-01 15:00:00,56.73,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-01 15:00:00,74.24,hvac,2022
air_temp,WS-01,,,2022-04-01 18:00:00,64.47,weather_station,2022
humidity,WS-01,,,2022-04-01 18:00:00,48.07,weather_station,2022
wind_speed,WS-01,,,2022-04-01 18:00:00,11.59,weather_station,2022
wind_dir,WS-01,,,2022-04-01 18:00:00,289,weather_station,2022
solar,WS-01,,,2022-04-01 18:00:00,89,weather_station,2022
uv,WS-01,,,2022-04-01 18:00:00,0.9,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-01 18:00:00,25.89,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-01 18:00:00,59.84,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-01 18:00:00,20.33,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-01 18:00:00,60.21,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-01 18:00:00,22.69,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-01 18:00:00,59.38,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-01 18:00:00,56.73,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-01 18:00:00,73.46,hvac,2022
air_temp,WS-01,,,2022-04-01 21:00:00,56.64,weather_station,2022
humidity,WS-01,,,2022-04-01 21:00:00,59.7,weather_station,2022
wind_speed,WS-01,,,2022-04-01 21:00:00,7.72,weather_station,2022
wind_dir,WS-01,,,2022-04-01 21:00:00,294,weather_station,2022
solar,WS-01,,,2022-04-01 21:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-01 21:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-01 21:00:00,25.76,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-01 21:00:00,59.06,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-01 21:00:00,20.79,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-01 21:00:00,58.93,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-01 21:00:00,23.32,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-01 21:00:00,58.03,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-01 21:00:00,56.36,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-01 21:00:00,71.54,hvac,2022
air_temp,WS-01,,,2022-04-02 00:00:00,48.49,weather_station,2022
humidity,WS-01,,,2022-04-02 00:00:00,72.26,weather_station,2022
wind_speed,WS-01,,,2022-04-02 00:00:00,3.21,weather_station,2022
wind_dir,WS-01,,,2022-04-02 00:00:00,298,weather_station,2022
solar,WS-01,,,2022-04-02 00:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-02 00:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-02 00:00:00,25.35,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-02 00:00:00,58.42,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-02 00:00:00,21.2,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-02 00:00:00,57.61,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-02 00:00:00,23.96,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-02 00:00:00,56.6,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-02 00:00:00,56.0,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-02 00:00:00,69.3,hvac,2022
air_temp,WS-01,,,2022-04-02 03:00:00,43.98,weather_station,2022
humidity,WS-01,,,2022-04-02 03:00:00,79.68,weather_station,2022
wind_speed,WS-01,,,2022-04-02 03:00:00,1.96,weather_station,2022
wind_dir,WS-01,,,2022-04-02 03:00:00,297,weather_station,2022
solar,WS-01,,,2022-04-02 03:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-02 03:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-02 03:00:00,25.79,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-02 03:00:00,57.7,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-02 03:00:00,21.73,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-02 03:00:00,57.11,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-02 03:00:00,24.03,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-02 03:00:00,56.01,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-02 03:00:00,55.72,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-02 03:00:00,68.27,hvac,2022
irrigation_volume,FM-01,B1,,2022-04-02 05:00:00,0,flow_meter,2022
irrigation_volume,FM-02,B2,,2022-04-02 05:00:00,0,flow_meter,2022
irrigation_volume,FM-03,B3,,2022-04-02 05:00:00,0,flow_meter,2022
air_temp,WS-01,,,2022-04-02 06:00:00,46.65,weather_station,2022
humidity,WS-01,,,2022-04-02 06:00:00,79.6,weather_station,2022
wind_speed,WS-01,,,2022-04-02 06:00:00,4.17,weather_station,2022
wind_dir,WS-01,,,2022-04-02 06:00:00,275,weather_station,2022
solar,WS-01,,,2022-04-02 06:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-02 06:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-02 06:00:00,26.33,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-02 06:00:00,57.51,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-02 06:00:00,22.24,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-02 06:00:00,57.81,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-02 06:00:00,23.09,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-02 06:00:00,56.47,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-02 06:00:00,55.75,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-02 06:00:00,68.02,hvac,2022
precipitation,WS-01,,,2022-04-02 06:00:00,0.0,weather_station,2022
air_temp,WS-01,,,2022-04-02 09:00:00,54.99,weather_station,2022
humidity,WS-01,,,2022-04-02 09:00:00,69.19,weather_station,2022
wind_speed,WS-01,,,2022-04-02 09:00:00,7.39,weather_station,2022
wind_dir,WS-01,,,2022-04-02 09:00:00,243,weather_station,2022
solar,WS-01,,,2022-04-02 09:00:00,541,weather_station,2022
uv,WS-01,,,2022-04-02 09:00:00,4.9,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-02 09:00:00,25.91,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-02 09:00:00,58.4,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-02 09:00:00,21.81,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-02 09:00:00,58.98,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-02 09:00:00,22.24,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-02 09:00:00,57.54,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-02 09:00:00,56.19,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-02 09:00:00,69.3,hvac,2022
air_temp,WS-01,,,2022-04-02 12:00:00,63.59,weather_station,2022
humidity,WS-01,,,2022-04-02 12:00:00,55.11,weather_station,2022
wind_speed,WS-01,,,2022-04-02 12:00:00,10.12,weather_station,2022
wind_dir,WS-01,,,2022-04-02 12:00:00,221,weather_station,2022
solar,WS-01,,,2022-04-02 12:00:00,902,weather_station,2022
uv,WS-01,,,2022-04-02 12:00:00,8.4,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-02 12:00:00,24.96,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-02 12:00:00,59.53,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-02 12:00:00,20.8,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-02 12:00:00,59.94,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-02 12:00:00,21.75,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-02 12:00:00,58.35,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-02 12:00:00,56.88,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-02 12:00:00,72.32,hvac,2022
air_temp,WS-01,,,2022-04-02 15:00:00,67.74,weather_station,2022
humidity,WS-01,,,2022-04-02 15:00:00,47.76,weather_station,2022
wind_speed,WS-01,,,2022-04-02 15:00:00,11.4,weather_station,2022
wind_dir,WS-01,,,2022-04-02 15:00:00,226,weather_station,2022
solar,WS-01,,,2022-04-02 15:00:00,684,weather_station,2022
uv,WS-01,,,2022-04-02 15:00:00,6.4,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-02 15:00:00,24.41,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-02 15:00:00,60.08,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-02 15:00:00,20.22,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-02 15:00:00,60.36,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-02 15:00:00,21.54,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-02 15:00:00,58.68,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-02 15:00:00,57.25,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-02 15:00:00,74.16,hvac,2022
air_temp,WS-01,,,2022-04-02 18:00:00,64.98,weather_station,2022
humidity,WS-01,,,2022-04-02 18:00:00,53.15,weather_station,2022
wind_speed,WS-01,,,2022-04-02 18:00:00,11.1,weather_station,2022
wind_dir,WS-01,,,2022-04-02 18:00:00,251,weather_station,2022
solar,WS-01,,,2022-04-02 18:00:00,98,weather_station,2022
uv,WS-01,,,2022-04-02 18:00:00,0.8,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-02 18:00:00,24.43,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-02 18:00:00,59.66,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-02 18:00:00,20.43,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-02 18:00:00,60.33,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-02 18:00:00,21.98,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-02 18:00:00,58.66,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-02 18:00:00,56.84,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-02 18:00:00,72.45,hvac,2022
air_temp,WS-01,,,2022-04-02 21:00:00,56.5,weather_station,2022
humidity,WS-01,,,2022-04-02 21:00:00,66.97,weather_station,2022
wind_speed,WS-01,,,2022-04-02 21:00:00,9.13,weather_station,2022
wind_dir,WS-01,,,2022-04-02 21:00:00,280,weather_station,2022
solar,WS-01,,,2022-04-02 21:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-02 21:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-02 21:00:00,24.79,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-02 21:00:00,58.48,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-02 21:00:00,21.07,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-02 21:00:00,59.68,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-02 21:00:00,22.93,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-02 21:00:00,58.04,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-02 21:00:00,56.0,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-02 21:00:00,69.32,hvac,2022
air_temp,WS-01,,,2022-04-03 00:00:00,47.64,weather_station,2022
humidity,WS-01,,,2022-04-03 00:00:00,79.5,weather_station,2022
wind_speed,WS-01,,,2022-04-03 00:00:00,5.78,weather_station,2022
wind_dir,WS-01,,,2022-04-03 00:00:00,294,weather_station,2022
solar,WS-01,,,2022-04-03 00:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-03 00:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-03 00:00:00,25.28,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-03 00:00:00,57.53,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-03 00:00:00,21.59,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-03 00:00:00,58.52,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-03 00:00:00,23.63,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-03 00:00:00,57.13,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-03 00:00:00,55.58,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-03 00:00:00,68.07,hvac,2022
air_temp,WS-01,,,2022-04-03 03:00:00,43.35,weather_station,2022
humidity,WS-01,,,2022-04-03 03:00:00,85.74,weather_station,2022
wind_speed,WS-01,,,2022-04-03 03:00:00,3.08,weather_station,2022
wind_dir,WS-01,,,2022-04-03 03:00:00,297,weather_station,2022
solar,WS-01,,,2022-04-03 03:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-03 03:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-03 03:00:00,25.44,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-03 03:00:00,57.26,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-03 03:00:00,21.73,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-03 03:00:00,57.45,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-03 03:00:00,24.24,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-03 03:00:00,56.81,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-03 03:00:00,55.7,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-03 03:00:00,68.45,hvac,2022
irrigation_volume,FM-01,B1,,2022-04-03 05:00:00,0,flow_meter,2022
irrigation_volume,FM-02,B2,,2022-04-03 05:00:00,0,flow_meter,2022
irrigation_volume,FM-03,B3,,2022-04-03 05:00:00,0,flow_meter,2022
air_temp,WS-01,,,2022-04-03 06:00:00,46.13,weather_station,2022
humidity,WS-01,,,2022-04-03 06:00:00,82.08,weather_station,2022
wind_speed,WS-01,,,2022-04-03 06:00:00,3.62,weather_station,2022
wind_dir,WS-01,,,2022-04-03 06:00:00,305,weather_station,2022
solar,WS-01,,,2022-04-03 06:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-03 06:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-03 06:00:00,25.19,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-03 06:00:00,57.71,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-03 06:00:00,21.45,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-03 06:00:00,57.69,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-03 06:00:00,24.1,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-03 06:00:00,57.25,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-03 06:00:00,55.97,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-03 06:00:00,69.4,hvac,2022
precipitation,WS-01,,,2022-04-03 06:00:00,0.44,weather_station,2022
air_temp,WS-01,,,2022-04-03 09:00:00,54.32,weather_station,2022
humidity,WS-01,,,2022-04-03 09:00:00,70.87,weather_station,2022
wind_speed,WS-01,,,2022-04-03 09:00:00,6.5,weather_station,2022
wind_dir,WS-01,,,2022-04-03 09:00:00,312,weather_station,2022
solar,WS-01,,,2022-04-03 09:00:00,485,weather_station,2022
uv,WS-01,,,2022-04-03 09:00:00,5.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-03 09:00:00,24.66,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-03 09:00:00,58.85,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-03 09:00:00,20.77,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-03 09:00:00,59.25,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-03 09:00:00,23.26,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-03 09:00:00,58.29,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-03 09:00:00,56.37,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-03 09:00:00,72.2,hvac,2022
air_temp,WS-01,,,2022-04-03 12:00:00,63.34,weather_station,2022
humidity,WS-01,,,2022-04-03 12:00:00,58.55,weather_station,2022
wind_speed,WS-01,,,2022-04-03 12:00:00,9.63,weather_station,2022
wind_dir,WS-01,,,2022-04-03 12:00:00,313,weather_station,2022
solar,WS-01,,,2022-04-03 12:00:00,752,weather_station,2022
uv,WS-01,,,2022-04-03 12:00:00,9.2,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-03 12:00:00,24.05,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-03 12:00:00,60.07,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-03 12:00:00,20.05,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-03 12:00:00,60.78,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-03 12:00:00,22.42,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-03 12:00:00,59.44,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-03 12:00:00,56.84,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-03 12:00:00,74.72,hvac,2022
air_temp,WS-01,,,2022-04-03 15:00:00,68.53,weather_station,2022
humidity,WS-01,,,2022-04-03 15:00:00,48.78,weather_station,2022
wind_speed,WS-01,,,2022-04-03 15:00:00,11.7,weather_station,2022
wind_dir,WS-01,,,2022-04-03 15:00:00,307,weather_station,2022
solar,WS-01,,,2022-04-03 15:00:00,539,weather_station,2022
uv,WS-01,,,2022-04-03 15:00:00,6.9,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-03 15:00:00,24.25,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-03 15:00:00,60.52,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-03 15:00:00,20.11,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-03 15:00:00,60.93,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-03 15:00:00,21.78,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-03 15:00:00,59.99,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-03 15:00:00,56.93,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-03 15:00:00,74.39,hvac,2022
air_temp,WS-01,,,2022-04-03 18:00:00,66.68,weather_station,2022
humidity,WS-01,,,2022-04-03 18:00:00,47.48,weather_station,2022
wind_speed,WS-01,,,2022-04-03 18:00:00,11.55,weather_station,2022
wind_dir,WS-01,,,2022-04-03 18:00:00,298,weather_station,2022
solar,WS-01,,,2022-04-03 18:00:00,81,weather_station,2022
uv,WS-01,,,2022-04-03 18:00:00,0.8,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-03 18:00:00,25.19,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-03 18:00:00,59.98,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-03 18:00:00,20.86,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-03 18:00:00,59.99,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-03 18:00:00,21.55,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-03 18:00:00,59.6,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-03 18:00:00,56.54,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-03 18:00:00,72.47,hvac,2022
air_temp,WS-01,,,2022-04-03 21:00:00,58.4,weather_station,2022
humidity,WS-01,,,2022-04-03 21:00:00,59.68,weather_station,2022
wind_speed,WS-01,,,2022-04-03 21:00:00,8.75,weather_station,2022
wind_dir,WS-01,,,2022-04-03 21:00:00,292,weather_station,2022
solar,WS-01,,,2022-04-03 21:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-03 21:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-03 21:00:00,25.48,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-03 21:00:00,58.88,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-03 21:00:00,21.3,soil_probe,2022
soil_temp,SP-02,B2,,2022-04-03 21:00:00,58.88,soil_probe,2022
soil_moisture,SP-03,B3,,2022-04-03 21:00:00,22.21,soil_probe,2022
soil_temp,SP-03,B3,,2022-04-03 21:00:00,58.46,soil_probe,2022
cellar_temp,CELLAR-A,,,2022-04-03 21:00:00,56.01,hvac,2022
cellar_rh,CELLAR-A,,,2022-04-03 21:00:00,71.4,hvac,2022
air_temp,WS-01,,,2022-04-04 00:00:00,49.58,weather_station,2022
humidity,WS-01,,,2022-04-04 00:00:00,75.84,weather_station,2022
wind_speed,WS-01,,,2022-04-04 00:00:00,5.54,weather_station,2022
wind_dir,WS-01,,,2022-04-04 00:00:00,285,weather_station,2022
solar,WS-01,,,2022-04-04 00:00:00,0,weather_station,2022
uv,WS-01,,,2022-04-04 00:00:00,0.0,weather_station,2022
soil_moisture,SP-01,B1,,2022-04-04 00:00:00,24.91,soil_probe,2022
soil_temp,SP-01,B1,,2022-04-04 00:00:00,57.81,soil_probe,2022
soil_moisture,SP-02,B2,,2022-04-04 00:00:00,21.28,soil_probe,2022
