metric_key,sensor_id,block_id,tank_id,recorded_at,value,source_system,vintage
wind_dir,WS-01,,,2024-04-01 15:00:00,232,weather_station,2024
solar,WS-01,,,2024-04-01 15:00:00,702,weather_station,2024
uv,WS-01,,,2024-04-01 15:00:00,7.4,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-01 15:00:00,26.56,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-01 15:00:00,58.19,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-01 15:00:00,23.36,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-01 15:00:00,57.9,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-01 15:00:00,23.6,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-01 15:00:00,56.28,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-01 15:00:00,56.25,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-01 15:00:00,74.16,hvac,2024
air_temp,WS-01,,,2024-04-01 18:00:00,64.45,weather_station,2024
humidity,WS-01,,,2024-04-01 18:00:00,57.26,weather_station,2024
wind_speed,WS-01,,,2024-04-01 18:00:00,8.87,weather_station,2024
wind_dir,WS-01,,,2024-04-01 18:00:00,232,weather_station,2024
solar,WS-01,,,2024-04-01 18:00:00,95,weather_station,2024
uv,WS-01,,,2024-04-01 18:00:00,0.8,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-01 18:00:00,26.66,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-01 18:00:00,57.74,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-01 18:00:00,23.25,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-01 18:00:00,57.5,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-01 18:00:00,24.14,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-01 18:00:00,55.88,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-01 18:00:00,56.13,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-01 18:00:00,73.18,hvac,2024
air_temp,WS-01,,,2024-04-01 21:00:00,54.59,weather_station,2024
humidity,WS-01,,,2024-04-01 21:00:00,68.42,weather_station,2024
wind_speed,WS-01,,,2024-04-01 21:00:00,5.47,weather_station,2024
wind_dir,WS-01,,,2024-04-01 21:00:00,227,weather_station,2024
solar,WS-01,,,2024-04-01 21:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-01 21:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-01 21:00:00,27.02,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-01 21:00:00,56.21,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-01 21:00:00,22.82,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-01 21:00:00,56.24,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-01 21:00:00,25.94,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-01 21:00:00,54.66,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-01 21:00:00,55.82,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-01 21:00:00,69.77,hvac,2024
air_temp,WS-01,,,2024-04-02 00:00:00,45.22,weather_station,2024
humidity,WS-01,,,2024-04-02 00:00:00,80.79,weather_station,2024
wind_speed,WS-01,,,2024-04-02 00:00:00,2.44,weather_station,2024
wind_dir,WS-01,,,2024-04-02 00:00:00,221,weather_station,2024
solar,WS-01,,,2024-04-02 00:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-02 00:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-02 00:00:00,27.52,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-02 00:00:00,55.01,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-02 00:00:00,23.15,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-02 00:00:00,55.1,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-02 00:00:00,26.89,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-02 00:00:00,53.61,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-02 00:00:00,55.41,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-02 00:00:00,67.68,hvac,2024
air_temp,WS-01,,,2024-04-02 03:00:00,41.19,weather_station,2024
humidity,WS-01,,,2024-04-02 03:00:00,88.83,weather_station,2024
wind_speed,WS-01,,,2024-04-02 03:00:00,3.05,weather_station,2024
wind_dir,WS-01,,,2024-04-02 03:00:00,218,weather_station,2024
solar,WS-01,,,2024-04-02 03:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-02 03:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-02 03:00:00,27.87,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-02 03:00:00,54.39,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-02 03:00:00,24.35,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-02 03:00:00,54.23,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-02 03:00:00,27.04,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-02 03:00:00,53.4,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-02 03:00:00,55.54,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-02 03:00:00,67.14,hvac,2024
irrigation_volume,FM-01,B1,,2024-04-02 05:00:00,0,flow_meter,2024
irrigation_volume,FM-02,B2,,2024-04-02 05:00:00,0,flow_meter,2024
irrigation_volume,FM-03,B3,,2024-04-02 05:00:00,0,flow_meter,2024
air_temp,WS-01,,,2024-04-02 06:00:00,44.28,weather_station,2024
humidity,WS-01,,,2024-04-02 06:00:00,86.45,weather_station,2024
wind_speed,WS-01,,,2024-04-02 06:00:00,5.49,weather_station,2024
wind_dir,WS-01,,,2024-04-02 06:00:00,198,weather_station,2024
solar,WS-01,,,2024-04-02 06:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-02 06:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-02 06:00:00,27.7,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-02 06:00:00,54.7,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-02 06:00:00,24.77,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-02 06:00:00,54.38,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-02 06:00:00,26.71,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-02 06:00:00,54.02,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-02 06:00:00,55.97,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-02 06:00:00,67.72,hvac,2024
precipitation,WS-01,,,2024-04-02 06:00:00,0.0,weather_station,2024
air_temp,WS-01,,,2024-04-02 09:00:00,53.68,weather_station,2024
humidity,WS-01,,,2024-04-02 09:00:00,74.9,weather_station,2024
wind_speed,WS-01,,,2024-04-02 09:00:00,7.54,weather_station,2024
wind_dir,WS-01,,,2024-04-02 09:00:00,156,weather_station,2024
solar,WS-01,,,2024-04-02 09:00:00,498,weather_station,2024
uv,WS-01,,,2024-04-02 09:00:00,5.7,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-02 09:00:00,27.21,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-02 09:00:00,56.13,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-02 09:00:00,23.81,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-02 09:00:00,55.87,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-02 09:00:00,25.73,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-02 09:00:00,55.08,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-02 09:00:00,56.39,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-02 09:00:00,70.22,hvac,2024
air_temp,WS-01,,,2024-04-02 12:00:00,64.23,weather_station,2024
humidity,WS-01,,,2024-04-02 12:00:00,62.26,weather_station,2024
wind_speed,WS-01,,,2024-04-02 12:00:00,9.53,weather_station,2024
wind_dir,WS-01,,,2024-04-02 12:00:00,118,weather_station,2024
solar,WS-01,,,2024-04-02 12:00:00,811,weather_station,2024
uv,WS-01,,,2024-04-02 12:00:00,10.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-02 12:00:00,26.72,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-02 12:00:00,57.8,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-02 12:00:00,22.65,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-02 12:00:00,57.64,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-02 12:00:00,24.56,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-02 12:00:00,56.24,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-02 12:00:00,56.83,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-02 12:00:00,73.31,hvac,2024
air_temp,WS-01,,,2024-04-02 15:00:00,68.22,weather_station,2024
humidity,WS-01,,,2024-04-02 15:00:00,55.16,weather_station,2024
wind_speed,WS-01,,,2024-04-02 15:00:00,11.24,weather_station,2024
wind_dir,WS-01,,,2024-04-02 15:00:00,110,weather_station,2024
solar,WS-01,,,2024-04-02 15:00:00,571,weather_station,2024
uv,WS-01,,,2024-04-02 15:00:00,7.3,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-02 15:00:00,26.21,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-02 15:00:00,58.22,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-02 15:00:00,22.18,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-02 15:00:00,58.08,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-02 15:00:00,24.34,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-02 15:00:00,56.85,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-02 15:00:00,56.94,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-02 15:00:00,74.42,hvac,2024
air_temp,WS-01,,,2024-04-02 18:00:00,63.34,weather_station,2024
humidity,WS-01,,,2024-04-02 18:00:00,56.2,weather_station,2024
wind_speed,WS-01,,,2024-04-02 18:00:00,11.19,weather_station,2024
wind_dir,WS-01,,,2024-04-02 18:00:00,135,weather_station,2024
solar,WS-01,,,2024-04-02 18:00:00,78,weather_station,2024
uv,WS-01,,,2024-04-02 18:00:00,0.9,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-02 18:00:00,25.83,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-02 18:00:00,57.21,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-02 18:00:00,22.1,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-02 18:00:00,57.1,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-02 18:00:00,25.03,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-02 18:00:00,56.59,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-02 18:00:00,56.38,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-02 18:00:00,74.66,hvac,2024
air_temp,WS-01,,,2024-04-02 21:00:00,54.27,weather_station,2024
humidity,WS-01,,,2024-04-02 21:00:00,66.84,weather_station,2024
wind_speed,WS-01,,,2024-04-02 21:00:00,8.53,weather_station,2024
wind_dir,WS-01,,,2024-04-02 21:00:00,170,weather_station,2024
solar,WS-01,,,2024-04-02 21:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-02 21:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-02 21:00:00,26.27,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-02 21:00:00,55.93,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-02 21:00:00,22.59,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-02 21:00:00,55.84,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-02 21:00:00,25.78,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-02 21:00:00,55.51,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-02 21:00:00,55.79,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-02 21:00:00,73.3,hvac,2024
air_temp,WS-01,,,2024-04-03 00:00:00,45.8,weather_station,2024
humidity,WS-01,,,2024-04-03 00:00:00,79.86,weather_station,2024
wind_speed,WS-01,,,2024-04-03 00:00:00,4.33,weather_station,2024
wind_dir,WS-01,,,2024-04-03 00:00:00,194,weather_station,2024
solar,WS-01,,,2024-04-03 00:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-03 00:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-03 00:00:00,27.26,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-03 00:00:00,55.03,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-03 00:00:00,23.07,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-03 00:00:00,55.13,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-03 00:00:00,26.26,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-03 00:00:00,54.18,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-03 00:00:00,55.36,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-03 00:00:00,69.54,hvac,2024
air_temp,WS-01,,,2024-04-03 03:00:00,41.58,weather_station,2024
humidity,WS-01,,,2024-04-03 03:00:00,86.6,weather_station,2024
wind_speed,WS-01,,,2024-04-03 03:00:00,1.97,weather_station,2024
wind_dir,WS-01,,,2024-04-03 03:00:00,190,weather_station,2024
solar,WS-01,,,2024-04-03 03:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-03 03:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-03 03:00:00,27.87,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-03 03:00:00,54.55,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-03 03:00:00,23.31,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-03 03:00:00,54.78,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-03 03:00:00,26.5,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-03 03:00:00,53.38,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-03 03:00:00,55.16,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-03 03:00:00,67.14,hvac,2024
irrigation_volume,FM-01,B1,,2024-04-03 05:00:00,0,flow_meter,2024
irrigation_volume,FM-02,B2,,2024-04-03 05:00:00,0,flow_meter,2024
irrigation_volume,FM-03,B3,,2024-04-03 05:00:00,0,flow_meter,2024
air_temp,WS-01,,,2024-04-03 06:00:00,43.91,weather_station,2024
humidity,WS-01,,,2024-04-03 06:00:00,84.2,weather_station,2024
wind_speed,WS-01,,,2024-04-03 06:00:00,3.4,weather_station,2024
wind_dir,WS-01,,,2024-04-03 06:00:00,165,weather_station,2024
solar,WS-01,,,2024-04-03 06:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-03 06:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-03 06:00:00,28.07,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-03 06:00:00,55.22,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-03 06:00:00,23.11,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-03 06:00:00,55.36,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-03 06:00:00,25.7,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-03 06:00:00,53.63,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-03 06:00:00,55.36,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-03 06:00:00,67.85,hvac,2024
precipitation,WS-01,,,2024-04-03 06:00:00,0.0,weather_station,2024
air_temp,WS-01,,,2024-04-03 09:00:00,51.77,weather_station,2024
humidity,WS-01,,,2024-04-03 09:00:00,74.58,weather_station,2024
wind_speed,WS-01,,,2024-04-03 09:00:00,6.96,weather_station,2024
wind_dir,WS-01,,,2024-04-03 09:00:00,137,weather_station,2024
solar,WS-01,,,2024-04-03 09:00:00,491,weather_station,2024
uv,WS-01,,,2024-04-03 09:00:00,5.2,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-03 09:00:00,28.02,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-03 09:00:00,56.75,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-03 09:00:00,22.5,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-03 09:00:00,56.76,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-03 09:00:00,24.24,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-03 09:00:00,54.57,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-03 09:00:00,55.89,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-03 09:00:00,69.57,hvac,2024
air_temp,WS-01,,,2024-04-03 12:00:00,61.0,weather_station,2024
humidity,WS-01,,,2024-04-03 12:00:00,61.29,weather_station,2024
wind_speed,WS-01,,,2024-04-03 12:00:00,9.71,weather_station,2024
wind_dir,WS-01,,,2024-04-03 12:00:00,124,weather_station,2024
solar,WS-01,,,2024-04-03 12:00:00,795,weather_station,2024
uv,WS-01,,,2024-04-03 12:00:00,9.1,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-03 12:00:00,27.04,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-03 12:00:00,57.79,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-03 12:00:00,22.04,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-03 12:00:00,57.75,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-03 12:00:00,23.84,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-03 12:00:00,55.9,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-03 12:00:00,56.52,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-03 12:00:00,71.79,hvac,2024
air_temp,WS-01,,,2024-04-03 15:00:00,65.91,weather_station,2024
humidity,WS-01,,,2024-04-03 15:00:00,52.06,weather_station,2024
wind_speed,WS-01,,,2024-04-03 15:00:00,9.99,weather_station,2024
wind_dir,WS-01,,,2024-04-03 15:00:00,145,weather_station,2024
solar,WS-01,,,2024-04-03 15:00:00,624,weather_station,2024
uv,WS-01,,,2024-04-03 15:00:00,6.7,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-03 15:00:00,25.58,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-03 15:00:00,57.81,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-03 15:00:00,22.34,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-03 15:00:00,57.67,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-03 15:00:00,24.59,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-03 15:00:00,57.0,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-03 15:00:00,57.13,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-03 15:00:00,74.69,hvac,2024
air_temp,WS-01,,,2024-04-03 18:00:00,63.4,weather_station,2024
humidity,WS-01,,,2024-04-03 18:00:00,54.98,weather_station,2024
wind_speed,WS-01,,,2024-04-03 18:00:00,8.77,weather_station,2024
wind_dir,WS-01,,,2024-04-03 18:00:00,188,weather_station,2024
solar,WS-01,,,2024-04-03 18:00:00,96,weather_station,2024
uv,WS-01,,,2024-04-03 18:00:00,0.8,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-03 18:00:00,25.51,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-03 18:00:00,57.34,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-03 18:00:00,22.67,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-03 18:00:00,57.14,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-03 18:00:00,25.03,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-03 18:00:00,56.78,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-03 18:00:00,57.05,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-03 18:00:00,74.81,hvac,2024
air_temp,WS-01,,,2024-04-03 21:00:00,55.9,weather_station,2024
humidity,WS-01,,,2024-04-03 21:00:00,68.48,weather_station,2024
wind_speed,WS-01,,,2024-04-03 21:00:00,7.02,weather_station,2024
wind_dir,WS-01,,,2024-04-03 21:00:00,228,weather_station,2024
solar,WS-01,,,2024-04-03 21:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-03 21:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-03 21:00:00,27.21,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-03 21:00:00,56.86,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-03 21:00:00,22.54,soil_probe,2024
soil_temp,SP-02,B2,,2024-04-03 21:00:00,56.43,soil_probe,2024
soil_moisture,SP-03,B3,,2024-04-03 21:00:00,24.66,soil_probe,2024
soil_temp,SP-03,B3,,2024-04-03 21:00:00,55.32,soil_probe,2024
cellar_temp,CELLAR-A,,,2024-04-03 21:00:00,56.15,hvac,2024
cellar_rh,CELLAR-A,,,2024-04-03 21:00:00,71.88,hvac,2024
air_temp,WS-01,,,2024-04-04 00:00:00,47.6,weather_station,2024
humidity,WS-01,,,2024-04-04 00:00:00,82.25,weather_station,2024
wind_speed,WS-01,,,2024-04-04 00:00:00,4.73,weather_station,2024
wind_dir,WS-01,,,2024-04-04 00:00:00,237,weather_station,2024
solar,WS-01,,,2024-04-04 00:00:00,0,weather_station,2024
uv,WS-01,,,2024-04-04 00:00:00,0.0,weather_station,2024
soil_moisture,SP-01,B1,,2024-04-04 00:00:00,28.58,soil_probe,2024
soil_temp,SP-01,B1,,2024-04-04 00:00:00,56.25,soil_probe,2024
soil_moisture,SP-02,B2,,2024-04-04 00:00:00,22.61,soil_probe,2024
