Date,Sample Description,Group #,Sample #,Sample Status,Analysis Name,Comment,Result,Units
2026-09-15 13:16,MARS 3 (berries),2333379,609150515,Reported,berry volume,,0.78,mL/berry
2026-09-15 13:16,MARS 3 (berries),2333379,609150515,Reported,berry volume variability,,32.1,%
2026-09-15 15:45,MARS 3 (berries),2333379,609150515,Reported,glucose + fructose,,251,g/L
2026-09-15 13:46,MARS 3 (berries),2333379,609150515,Reported,berry weight,,1.04,g/berry
2026-09-15 15:45,MARS 3 (berries),2333379,609150515,Reported,pH,,3.43,""
2026-09-15 16:23,MARS 3 (berries),2333379,609150515,Reported,sugar per berry (by volume),,190,mg/berry
2026-09-15 15:45,MARS 3 (berries),2333379,609150515,Reported,titratable acidity,,7.0,g/L
2026-09-15 13:10,MARS 2 (berries),2333379,609150514,Reported,Dyostem Histogram : 0.5,,3,""
2026-09-15 13:10,MARS 2 (berries),2333379,609150514,Reported,berry volume variability,,30.3,%
2026-09-15 13:10,MARS 2 (berries),2333379,609150514,Reported,Dyostem Histogram : 1.9,,0,""
2026-09-15 13:10,MARS 2 (berries),2333379,609150514,Reported,Dyostem Histogram : 2.0,,0,""
2026-09-15 15:45,MARS 2 (berries),2333379,609150514,Reported,brix,,24.8,degrees
2026-09-15 13:10,MARS 2 (berries),2333379,609150514,Reported,berry volume,,0.81,mL/berry
2026-09-15 15:45,MARS 2 (berries),2333379,609150514,Reported,glucose + fructose,,256,g/L
2026-09-15 13:10,MARS 2 (berries),2333379,609150514,Reported,Dyostem Histogram : 1.8,,0,""
2026-09-08 13:36,Mars 3 (berries),2329246,609080463,Reported,berry weight,,1.17,g/berry
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.2,,0,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.3,,0,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.4,,0,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.5,,1,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.6,,5,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.7,,9,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.8,,10,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.0,,17,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.1,,12,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.2,,9,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.3,,8,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.4,,6,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.5,,5,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.6,,1,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.7,,3,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.8,,1,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 1.9,,1,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 2.0,,1,""
2026-09-08 15:50,Mars 2 (berries),2329246,609080462,Reported,L-malic acid,,2.39,g/L
2026-09-08 15:50,Mars 2 (berries),2329246,609080462,Reported,brix,,23.9,degrees
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,berry volume,,1.00,mL/berry
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,berry volume variability,,29.5,%
2026-09-08 15:50,Mars 2 (berries),2329246,609080462,Reported,glucose + fructose,,248,g/L
2026-09-08 13:36,Mars 2 (berries),2329246,609080462,Reported,berry weight,,1.20,g/berry
2026-09-08 15:50,Mars 2 (berries),2329246,609080462,Reported,pH,,3.38,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.1,,0,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.2,,0,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.3,,0,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.4,,0,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.5,,3,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.6,,7,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.7,,10,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.8,,23,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 0.9,,18,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.0,,10,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.1,,8,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.3,,7,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.4,,2,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.5,,2,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.6,,0,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.7,,2,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.8,,1,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.9,,0,""
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 2.0,,0,""
2026-09-08 15:48,Mars 3 (berries),2329246,609080463,Reported,L-malic acid,,2.36,g/L
2026-09-08 15:48,Mars 3 (berries),2329246,609080463,Reported,brix,,23.4,degrees
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,berry volume,,0.88,mL/berry
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,berry volume variability,,30.6,%
2026-09-08 15:48,Mars 3 (berries),2329246,609080463,Reported,glucose + fructose,,240,g/L
2026-09-08 15:48,Mars 3 (berries),2329246,609080463,Reported,pH,,3.37,""
2026-09-08 15:59,Mars 3 (berries),2329246,609080463,Reported,sugar per berry (by volume),,203,mg/berry
2026-09-08 15:48,Mars 3 (berries),2329246,609080463,Reported,titratable acidity,,7.1,g/L
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.1,,0,""
2026-09-08 15:59,Mars 2 (berries),2329246,609080462,Reported,sugar per berry (by volume),,237,mg/berry
2026-09-08 15:50,Mars 2 (berries),2329246,609080462,Reported,titratable acidity,,7.0,g/L
2026-09-08 12:48,Mars 3 (berries),2329246,609080463,Reported,Dyostem Histogram : 1.2,,5,""
2026-09-08 12:43,Mars 2 (berries),2329246,609080462,Reported,Dyostem Histogram : 0.9,,11,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.8,,0,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.1,,0,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.2,,0,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.3,,0,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.4,,1,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.6,,5,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.7,,11,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.8,,12,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.9,,15,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.0,,17,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.1,,11,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.2,,10,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.3,,5,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.4,,3,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.5,,3,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.6,,1,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.7,,0,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.8,,0,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 1.9,,0,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 2.0,,0,""
2026-09-01 15:28,Mars 2 (berries),2325732,609010427,Reported,brix,,23.6,degrees
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,berry volume,,0.92,mL/berry
2026-09-01 15:28,Mars 2 (berries),2325732,609010427,Reported,glucose + fructose,,241,g/L
2026-09-01 14:12,Mars 2 (berries),2325732,609010427,Reported,berry weight,,1.19,g/berry
2026-09-01 15:28,Mars 2 (berries),2325732,609010427,Reported,pH,,3.34,""
2026-09-01 15:57,Mars 2 (berries),2325732,609010427,Reported,sugar per berry (by volume),,215,mg/berry
2026-09-01 15:28,Mars 2 (berries),2325732,609010427,Reported,titratable acidity,,7.3,g/L
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.1,,0,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.2,,0,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.3,,0,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.4,,1,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.5,,2,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.6,,5,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.8,,25,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.9,,14,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.0,,12,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.1,,9,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.2,,7,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.3,,5,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.4,,4,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.5,,2,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.6,,2,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.7,,0,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 1.9,,0,""
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 2.0,,0,""
2026-09-01 15:29,Mars 3 (berries),2325732,609010428,Reported,brix,,22.5,degrees
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,berry volume,,0.89,mL/berry
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,berry volume variability,,28.6,%
2026-09-01 15:29,Mars 3 (berries),2325732,609010428,Reported,glucose + fructose,,229,g/L
2026-09-01 14:12,Mars 3 (berries),2325732,609010428,Reported,berry weight,,1.17,g/berry
2026-09-01 15:28,Mars 2 (berries),2325732,609010427,Reported,L-malic acid,,2.30,g/L
2026-09-01 15:29,Mars 3 (berries),2325732,609010428,Reported,pH,,3.37,""
2026-09-01 15:57,Mars 3 (berries),2325732,609010428,Reported,sugar per berry (by volume),,196,mg/berry
2026-09-01 15:29,Mars 3 (berries),2325732,609010428,Reported,titratable acidity,,7.2,g/L
2026-09-01 13:04,Mars 3 (berries),2325732,609010428,Reported,Dyostem Histogram : 0.7,,10,""
2026-09-01 15:29,Mars 3 (berries),2325732,609010428,Reported,L-malic acid,,2.52,g/L
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,Dyostem Histogram : 0.5,,3,""
2026-09-01 12:05,Mars 2 (berries),2325732,609010427,Reported,berry volume variability,,28.5,%
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.4,,1,""
2026-08-25 11:37,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,titratable acidity,,8.8,g/L
2026-08-25 12:02,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,sugar per berry (by volume),,192,mg/berry
2026-08-25 11:37,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,pH,,3.30,""
2026-08-25 10:57,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,berry weight,,1.14,g/berry
2026-08-25 11:37,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,glucose + fructose,,226,g/L
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,berry volume variability,,26.8,%
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,berry volume,,0.89,mL/berry
2026-08-25 11:37,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,brix,,22.1,degrees
2026-08-25 11:37,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,L-malic acid,,3.22,g/L
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 2.0,,0,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.9,,0,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.8,,0,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.7,,1,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.6,,1,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.5,,2,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.4,,3,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.3,,5,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.2,,7,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.1,,14,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 1.0,,14,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.9,,18,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.8,,17,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.7,,12,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.6,,5,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.5,,2,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.3,,1,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.2,,0,""
2026-08-25 10:29,Mars Blk 3 08/25/26 (berries),2322163R,608250191,Reported,Dyostem Histogram : 0.1,,0,""
2026-08-25 11:37,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,titratable acidity,,8.2,g/L
2026-08-25 12:02,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,sugar per berry (by volume),,204,mg/berry
2026-08-25 11:37,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,pH,,3.28,""
2026-08-25 10:57,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,berry weight,,1.14,g/berry
2026-08-25 11:37,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,glucose + fructose,,237,g/L
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,berry volume variability,,27.4,%
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,berry volume,,0.90,mL/berry
2026-08-25 11:37,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,brix,,23.0,degrees
2026-08-25 11:37,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,L-malic acid,,2.52,g/L
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 2.0,,0,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.9,,0,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.8,,0,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.7,,0,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.6,,1,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.5,,2,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.4,,6,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.3,,5,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.2,,8,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.1,,14,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 1.0,,13,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.9,,13,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.8,,15,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.7,,12,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.6,,6,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.5,,4,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.4,,1,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.3,,0,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.2,,0,""
2026-08-25 10:25,Mars Blk 2 08/25/26 (berries),2322163R,608250190,Reported,Dyostem Histogram : 0.1,,0,""
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,alpha-amino compounds (as N),,174,mg/L
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,volatile acidity (acetic acid),,< 0.05,g/L
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,L-malic acid,,2.46,g/L
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,tartaric acid,,6.4,g/L
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,brix,,23.8,degrees
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,glucose + fructose,,246,g/L
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,potassium,,1550,mg/L
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,ammonia,,97,mg/L
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,pH,,3.43,""
2026-08-14 15:24,26MARCH,2318198,608140601,Reported,titratable acidity,,6.5,g/L
2026-08-14 15:36,26MARCH,2318198,608140601,Reported,yeast assimilable nitrogen,,254,mg/L (as N)
2026-06-18 11:31,MA25CH,2303794,606180131,Reported,ethanol at 20C,,14.83,% vol
2026-06-18 11:37,MA25CH,2303794,606180131,Reported,ethanol at 60F,,14.75,% vol
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : L. brevis/hilgardii/fermentum,,< 10,cells/mL
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : Acetic acid bacteria,,10,cells/mL
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : Brettanomyces bruxellensis,,< 10,cells/mL
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : Lactobacillus kunkeei,,< 10,cells/mL
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : Lactobacillus plantarum/casei/mali,,< 10,cells/mL
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : Oenococcus oeni,,< 10,cells/mL
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : Pediococcus species,,< 10,cells/mL
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : Saccharomyces cerevisiae,,22300,cells/mL
2026-06-15 18:35,MA25CH,2302871,606150055,Reported,'Scorpion' Yeast & Bacteria Panel : Zygosaccharomyces species,,60,cells/mL
2026-06-08 18:29,MA25CH,2301085,606050014A,Reported,conductivity test-DIT,,"- wine filtered through 0.45µm membrane filter prior to analysis
- see attached report
- for interpretation of result, please contact your provider of cold stabilization technology
",""
2026-06-05 09:31,MA25CH,2301084,606050014,Reported,ethanol at 20C,,15.14,% vol
